PH133900000,Barangay 578,PH133906184,,U,1100
PH133900000,Barangay 560,PH133906166,,U,1103
PH133900000,Barangay 492,PH133906098,,U,1107
PH133900000,Barangay 750,PH133914007,,U,1107
PH133900000,Barangay 59,PH133901059,,U,1112
PH133900000,Barangay 68,PH133901068,,U,1115
PH133900000,Barangay 523,PH133906129,,U,1115
PH133900000,Barangay 852,PH133912020,,U,1118
PH133900000,Barangay 15,PH133901015,,U,1119
PH133900000,Barangay 472,PH133906078,,U,1122
PH133900000,Barangay 47,PH133901047,,U,1123
PH133900000,Barangay 171,PH133901171,,U,1124
PH133900000,Barangay 478,PH133906084,,U,1129
PH133900000,Barangay 510,PH133906116,,U,1134
PH133900000,Barangay 555,PH133906161,,U,1138
PH133900000,Barangay 84,PH133901084,,U,1141
PH133900000,Barangay 489,PH133906095,,U,1142
PH133900000,Barangay 892,PH133914085,,U,1144
PH133900000,Barangay 768,PH133914024,,U,1147
PH133900000,Barangay 345,PH133905047,,U,1149
PH133900000,Barangay 309,PH133903018,,U,1151
PH133900000,Barangay 201,PH133901201,,U,1152
PH133900000,Barangay 454,PH133906060,,U,1153
PH133900000,Barangay 718,PH133910033,,U,1155
PH133900000,Barangay 795,PH133914051,,U,1157
PH133900000,Barangay 467,PH133906073,,U,1160
PH133900000,Barangay 126,PH133901126,,U,1162
PH133900000,Barangay 493,PH133906099,,U,1170
PH133900000,Barangay 434,PH133906040,,U,1173
PH133900000,Barangay 389,PH133903009,,U,1174
PH133900000,Barangay 17,PH133901017,,U,1176
PH133900000,Barangay 496,PH133906102,,U,1177
PH133900000,Barangay 251,PH133901252,,U,1181
PH133900000,Barangay 258,PH133901259,,U,1181
PH133900000,Barangay 250,PH133901251,,U,1182
PH133900000,Barangay 503,PH133906109,,U,1183
PH133900000,Barangay 809,PH133911023,,U,1189
PH133900000,Barangay 366,PH133905069,,U,1193
PH133900000,Barangay 296,PH133902010,,U,1195
PH133900000,Barangay 136,PH133901136,,U,1197
PH133900000,Barangay 622,PH133906229,,U,1197
PH133900000,Barangay 505,PH133906111,,U,1200
PH133900000,Barangay 741,PH133910055,,U,1207
PH133900000,Barangay 319,PH133905021,,U,1209
PH133900000,Barangay 172,PH133901172,,U,1210
PH133900000,Barangay 688,PH133910059,,U,1212
PH133900000,Barangay 202-A,PH133901203,,U,1213
PH133900000,Barangay 386,PH133903006,,U,1213
PH133900000,Barangay 78,PH133901078,,U,1221
PH133900000,Barangay 395,PH133906001,,U,1222
PH133900000,Barangay 744,PH133910058,,U,1223
PH133900000,Barangay 671,PH133911005,,U,1227
PH133900000,Barangay 190,PH133901190,,U,1232
PH133900000,Barangay 466,PH133906072,,U,1237
PH133900000,Barangay 805,PH133914061,,U,1237
PH133900000,Barangay 720,PH133910035,,U,1238
PH133900000,Barangay 327,PH133905029,,U,1239
PH133900000,Barangay 306,PH133903015,,U,1248
PH133900000,Barangay 873,PH133914066,,U,1248
PH133900000,Barangay 348,PH133905050,,U,1249
PH133900000,Barangay 804,PH133914060,,U,1251
PH133900000,Barangay 246,PH133901247,,U,1254
PH133900000,Barangay 631,PH133906238,,U,1254
PH133900000,Barangay 160,PH133901160,,U,1256
PH133900000,Barangay 388,PH133903008,,U,1260
PH133900000,Barangay 509,PH133906115,,U,1260
PH133900000,Barangay 558,PH133906164,,U,1260
PH133900000,Barangay 557,PH133906163,,U,1262
PH133900000,Barangay 217,PH133901218,,U,1263
PH133900000,Barangay 339,PH133905041,,U,1265
PH133900000,Barangay 896,PH133914089,,U,1265
PH133900000,Barangay 347,PH133905049,,U,1266
PH133900000,Barangay 476,PH133906082,,U,1268
PH133900000,Barangay 220,PH133901221,,U,1270
PH133900000,Barangay 455,PH133906061,,U,1274
PH133900000,Barangay 587-A,PH133906194,,U,1277
PH133900000,Barangay 176,PH133901176,,U,1278
PH133900000,Barangay 365,PH133905067,,U,1278
PH133900000,Barangay 583,PH133906189,,U,1278
PH133900000,Barangay 642,PH133907006,,U,1279
PH133900000,Barangay 694,PH133910009,,U,1281
PH133900000,Barangay 619,PH133906226,,U,1283
PH133900000,Barangay 559,PH133906165,,U,1285
PH133900000,Barangay 626,PH133906233,,U,1285
PH133900000,Barangay 5,PH133901005,,U,1288
PH133900000,Barangay 711,PH133910026,,U,1294
PH133900000,Barangay 678,PH133911012,,U,1294
PH133900000,Barangay 637,PH133907001,,U,1295
PH133900000,Barangay 882,PH133914075,,U,1298
PH133900000,Barangay 299,PH133905003,,U,1300
PH133900000,Barangay 320,PH133905022,,U,1300
PH133900000,Barangay 468,PH133906074,,U,1300
PH133900000,Barangay 824,PH133911039,,U,1302
PH133900000,Barangay 428,PH133906034,,U,1304
PH133900000,Barangay 263,PH133901264,,U,1306
PH133900000,Barangay 423,PH133906029,,U,1307
PH133900000,Barangay 257,PH133901258,,U,1308
PH133900000,Barangay 845,PH133912013,,U,1309
PH133900000,Barangay 519,PH133906125,,U,1311
PH133900000,Barangay 504,PH133906110,,U,1312
PH133900000,Barangay 634,PH133906241,,U,1319
PH133900000,Barangay 902,PH133914095,,U,1328
PH133900000,Barangay 253,PH133901254,,U,1329
PH133900000,Barangay 692,PH133910007,,U,1329
PH133900000,Barangay 368,PH133905071,,U,1337
PH133900000,Barangay 485,PH133906091,,U,1337
PH133900000,Barangay 511,PH133906117,,U,1338
PH133900000,Barangay 3,PH133901003,,U,1341
PH133900000,Barangay 352,PH133905054,,U,1342
PH133900000,Barangay 283,PH133904016,,U,1345
PH133900000,Barangay 75,PH133901075,,U,1350
PH133900000,Barangay 335,PH133905037,,U,1350
PH133900000,Barangay 859,PH133912027,,U,1355
PH133900000,Barangay 483,PH133906089,,U,1369
PH133900000,Barangay 714,PH133910029,,U,1371
PH133900000,Barangay 77,PH133901077,,U,1372
PH133900000,Barangay 755,PH133914011,,U,1372
PH133900000,Barangay 815,PH133911029,,U,1374
PH133900000,Barangay 448,PH133906054,,U,1375
PH133900000,Barangay 170,PH133901170,,U,1378
PH133900000,Barangay 307,PH133903016,,U,1378
PH133900000,Barangay 338,PH133905040,,U,1378
PH133900000,Barangay 443,PH133906049,,U,1382
PH133900000,Barangay 473,PH133906079,,U,1383
PH133900000,Barangay 337,PH133905039,,U,1386
PH133900000,Barangay 168,PH133901168,,U,1387
PH133900000,Barangay 818,PH133911032,,U,1388
PH133900000,Barangay 369,PH133905072,,U,1396
PH133900000,Barangay 674,PH133911008,,U,1398
PH133900000,Barangay 143,PH133901143,,U,1401
PH133900000,Barangay 195,PH133901195,,U,1401
PH133900000,Barangay 449,PH133906055,,U,1402
PH133900000,Barangay 725,PH133910040,,U,1409
PH133900000,Barangay 86,PH133901086,,U,1415
PH133900000,Barangay 471,PH133906077,,U,1415
PH133900000,Barangay 820,PH133911035,,U,1417
PH133900000,Barangay 202,PH133901202,,U,1420
PH133900000,Barangay 624,PH133906231,,U,1429
PH133900000,Barangay 553,PH133906159,,U,1430
PH133900000,Barangay 564,PH133906170,,U,1430
PH133900000,Barangay 676,PH133911010,,U,1431
PH133900000,Barangay 394,PH133903014,,U,1433
PH133900000,Barangay 528,PH133906134,,U,1433
PH133900000,Barangay 687,PH133911049,,U,1434
PH133900000,Barangay 786,PH133914042,,U,1439
PH133900000,Barangay 63,PH133901063,,U,1448
PH133900000,Barangay 447,PH133906053,,U,1454
PH133900000,Barangay 487,PH133906093,,U,1457
PH133900000,Barangay 334,PH133905036,,U,1461
PH133900000,Barangay 458,PH133906064,,U,1462
PH133900000,Barangay 341,PH133905043,,U,1463
PH133900000,Barangay 83,PH133901083,,U,1473
PH133900000,Barangay 421,PH133906027,,U,1474
PH133900000,Barangay 16,PH133901016,,U,1477
PH133900000,Barangay 604,PH133906211,,U,1477
PH133900000,Barangay 574,PH133906180,,U,1479
PH133900000,Barangay 189,PH133901189,,U,1481
PH133900000,Barangay 863,PH133912031,,U,1481
PH133900000,Barangay 782,PH133914038,,U,1483
PH133900000,Barangay 497,PH133906103,,U,1489
PH133900000,Barangay 453,PH133906059,,U,1492
PH133900000,Barangay 499,PH133906105,,U,1498
PH133900000,Barangay 400,PH133906006,,U,1504
PH133900000,Barangay 833,PH133912001,,U,1504
PH133900000,Barangay 157,PH133901157,,U,1505
PH133900000,Barangay 346,PH133905048,,U,1511
PH133900000,Barangay 178,PH133901178,,U,1519
PH133900000,Barangay 79,PH133901079,,U,1520
PH133900000,Barangay 563,PH133906169,,U,1526
PH133900000,Barangay 462,PH133906068,,U,1528
PH133900000,Barangay 456,PH133906062,,U,1530
PH133900000,Barangay 295,PH133902009,,U,1531
PH133900000,Barangay 507,PH133906113,,U,1532
PH133900000,Barangay 730,PH133910045,,U,1539
PH133900000,Barangay 207,PH133901208,,U,1541
PH133900000,Barangay 751,PH133914008,,U,1541
PH133900000,Barangay 317,PH133905019,,U,1542
PH133900000,Barangay 229,PH133901230,,U,1545
PH133900000,Barangay 554,PH133906160,,U,1551
PH133900000,Barangay 149,PH133901149,,U,1554
PH133900000,Barangay 235,PH133901236,,U,1557
PH133900000,Barangay 159,PH133901159,,U,1558
PH133900000,Barangay 800,PH133914056,,U,1558
PH133900000,Barangay 7,PH133901007,,U,1560
PH133900000,Barangay 226,PH133901227,,U,1562
PH133900000,Barangay 798,PH133914054,,U,1562
PH133900000,Barangay 899,PH133914092,,U,1562
PH133900000,Barangay 582,PH133906188,,U,1563
PH133900000,Barangay 407,PH133906013,,U,1571
PH133900000,Barangay 818-A,PH133914101,,U,1574
PH133900000,Barangay 214,PH133901215,,U,1577
PH133900000,Barangay 848,PH133912016,,U,1586
PH133900000,Barangay 381,PH133905084,,U,1591
PH133900000,Barangay 677,PH133911011,,U,1591
PH133900000,Barangay 662,PH133911001,,U,1601
PH133900000,Barangay 806,PH133914062,,U,1603
PH133900000,Barangay 627,PH133906234,,U,1605
PH133900000,Barangay 655,PH133909002,,U,1607
PH133900000,Barangay 743,PH133910057,,U,1607
PH133900000,Barangay 249,PH133901250,,U,1610
PH133900000,Barangay 901,PH133914094,,U,1610
PH133900000,Barangay 856,PH133912024,,U,1611
PH133900000,Barangay 156,PH133901156,,U,1615
PH133900000,Barangay 173,PH133901173,,U,1616
PH133900000,Barangay 789,PH133914045,,U,1620
PH133900000,Barangay 131,PH133901131,,U,1621
PH133900000,Barangay 223,PH133901224,,U,1629
PH133900000,Barangay 65,PH133901065,,U,1631
